,city_name,country_code,app_temp,timestamp_local
0,Gujrat,PK,28.0,2024-05-01T14:00:00
1,Gujrat,PK,28.2,2024-05-01T15:00:00
2,Gujrat,PK,28.1,2024-05-01T16:00:00
3,Gujrat,PK,27.8,2024-05-01T17:00:00
4,Gujrat,PK,27.0,2024-05-01T18:00:00
5,Gujrat,PK,25.1,2024-05-01T19:00:00
6,Gujrat,PK,23.4,2024-05-01T20:00:00
7,Gujrat,PK,22.0,2024-05-01T21:00:00
8,Gujrat,PK,21.0,2024-05-01T22:00:00
9,Gujrat,PK,20.3,2024-05-01T23:00:00
10,Gujrat,PK,20.1,2024-05-02T00:00:00
11,Gujrat,PK,19.7,2024-05-02T01:00:00
12,Gujrat,PK,18.9,2024-05-02T02:00:00
13,Gujrat,PK,18.5,2024-05-02T03:00:00
14,Gujrat,PK,17.8,2024-05-02T04:00:00
15,Gujrat,PK,17.7,2024-05-02T05:00:00
16,Gujrat,PK,17.0,2024-05-02T06:00:00
17,Gujrat,PK,18.5,2024-05-02T07:00:00
18,Gujrat,PK,20.9,2024-05-02T08:00:00
19,Gujrat,PK,24.0,2024-05-02T09:00:00
20,Gujrat,PK,26.7,2024-05-02T10:00:00
21,Gujrat,PK,28.1,2024-05-02T11:00:00
22,Gujrat,PK,29.1,2024-05-02T12:00:00
23,Gujrat,PK,29.9,2024-05-02T13:00:00
24,Gujrat,PK,30.3,2024-05-02T14:00:00
25,Gujrat,PK,30.5,2024-05-02T15:00:00
26,Gujrat,PK,30.4,2024-05-02T16:00:00
27,Gujrat,PK,30.1,2024-05-02T17:00:00
28,Gujrat,PK,29.1,2024-05-02T18:00:00
29,Gujrat,PK,27.2,2024-05-02T19:00:00
30,Gujrat,PK,25.4,2024-05-02T20:00:00
31,Gujrat,PK,24.3,2024-05-02T21:00:00
32,Gujrat,PK,22.9,2024-05-02T22:00:00
33,Gujrat,PK,22.2,2024-05-02T23:00:00
34,Gujrat,PK,21.6,2024-05-03T00:00:00
35,Gujrat,PK,21.0,2024-05-03T01:00:00
36,Gujrat,PK,20.7,2024-05-03T02:00:00
37,Gujrat,PK,20.1,2024-05-03T03:00:00
38,Gujrat,PK,20.2,2024-05-03T04:00:00
39,Gujrat,PK,19.1,2024-05-03T05:00:00
40,Gujrat,PK,18.4,2024-05-03T06:00:00
41,Gujrat,PK,20.5,2024-05-03T07:00:00
42,Gujrat,PK,22.9,2024-05-03T08:00:00
43,Gujrat,PK,25.9,2024-05-03T09:00:00
44,Gujrat,PK,28.8,2024-05-03T10:00:00
45,Gujrat,PK,29.9,2024-05-03T11:00:00
46,Gujrat,PK,31.1,2024-05-03T12:00:00
47,Gujrat,PK,32.0,2024-05-03T13:00:00
48,Gujrat,PK,32.4,2024-05-03T14:00:00
49,Gujrat,PK,31.8,2024-05-03T15:00:00
50,Gujrat,PK,31.6,2024-05-03T16:00:00
51,Gujrat,PK,30.5,2024-05-03T17:00:00
52,Gujrat,PK,29.9,2024-05-03T18:00:00
53,Gujrat,PK,29.2,2024-05-03T19:00:00
54,Gujrat,PK,27.7,2024-05-03T20:00:00
55,Gujrat,PK,27.0,2024-05-03T21:00:00
56,Gujrat,PK,26.9,2024-05-03T22:00:00
57,Gujrat,PK,25.9,2024-05-03T23:00:00
58,Gujrat,PK,25.3,2024-05-04T00:00:00
59,Gujrat,PK,24.4,2024-05-04T01:00:00
60,Gujrat,PK,22.3,2024-05-04T02:00:00
61,Gujrat,PK,22.1,2024-05-04T03:00:00
62,Gujrat,PK,22.5,2024-05-04T04:00:00
63,Gujrat,PK,22.6,2024-05-04T05:00:00
64,Gujrat,PK,22.5,2024-05-04T06:00:00
65,Gujrat,PK,23.0,2024-05-04T07:00:00
66,Gujrat,PK,24.7,2024-05-04T08:00:00
67,Gujrat,PK,26.1,2024-05-04T09:00:00
68,Gujrat,PK,27.8,2024-05-04T10:00:00
69,Gujrat,PK,30.9,2024-05-04T11:00:00
70,Gujrat,PK,30.7,2024-05-04T12:00:00
71,Gujrat,PK,32.3,2024-05-04T13:00:00
72,Gujrat,PK,32.5,2024-05-04T14:00:00
73,Gujrat,PK,32.1,2024-05-04T15:00:00
74,Gujrat,PK,32.2,2024-05-04T16:00:00
75,Gujrat,PK,31.2,2024-05-04T17:00:00
76,Gujrat,PK,29.8,2024-05-04T18:00:00
77,Gujrat,PK,28.5,2024-05-04T19:00:00
78,Gujrat,PK,27.2,2024-05-04T20:00:00
79,Gujrat,PK,26.2,2024-05-04T21:00:00
80,Gujrat,PK,25.1,2024-05-04T22:00:00
81,Gujrat,PK,24.0,2024-05-04T23:00:00
82,Gujrat,PK,23.6,2024-05-05T00:00:00
83,Gujrat,PK,22.9,2024-05-05T01:00:00
84,Gujrat,PK,22.4,2024-05-05T02:00:00
85,Gujrat,PK,21.7,2024-05-05T03:00:00
86,Gujrat,PK,21.4,2024-05-05T04:00:00
87,Gujrat,PK,20.7,2024-05-05T05:00:00
88,Gujrat,PK,22.5,2024-05-05T06:00:00
89,Gujrat,PK,24.0,2024-05-05T07:00:00
90,Gujrat,PK,25.4,2024-05-05T08:00:00
91,Gujrat,PK,28.0,2024-05-05T09:00:00
92,Gujrat,PK,30.3,2024-05-05T10:00:00
93,Gujrat,PK,32.6,2024-05-05T11:00:00
94,Gujrat,PK,33.2,2024-05-05T12:00:00
95,Gujrat,PK,34.4,2024-05-05T13:00:00
96,Gujrat,PK,35.2,2024-05-05T14:00:00
97,Gujrat,PK,34.5,2024-05-05T15:00:00
98,Gujrat,PK,34.3,2024-05-05T16:00:00
99,Gujrat,PK,34.0,2024-05-05T17:00:00
100,Gujrat,PK,32.8,2024-05-05T18:00:00
101,Gujrat,PK,31.1,2024-05-05T19:00:00
102,Gujrat,PK,29.4,2024-05-05T20:00:00
103,Gujrat,PK,28.5,2024-05-05T21:00:00
104,Gujrat,PK,27.4,2024-05-05T22:00:00
105,Gujrat,PK,27.0,2024-05-05T23:00:00
106,Gujrat,PK,25.6,2024-05-06T00:00:00
107,Gujrat,PK,24.8,2024-05-06T01:00:00
108,Gujrat,PK,24.3,2024-05-06T02:00:00
109,Gujrat,PK,23.6,2024-05-06T03:00:00
110,Gujrat,PK,23.5,2024-05-06T04:00:00
111,Gujrat,PK,22.7,2024-05-06T05:00:00
112,Gujrat,PK,27.6,2024-05-06T06:00:00
113,Gujrat,PK,29.2,2024-05-06T07:00:00
114,Gujrat,PK,30.9,2024-05-06T08:00:00
115,Gujrat,PK,32.9,2024-05-06T09:00:00
116,Gujrat,PK,34.8,2024-05-06T10:00:00
117,Gujrat,PK,36.7,2024-05-06T11:00:00
118,Gujrat,PK,37.2,2024-05-06T12:00:00
119,Gujrat,PK,37.9,2024-05-06T13:00:00
120,Gujrat,PK,38.4,2024-05-06T14:00:00
121,Gujrat,PK,38.2,2024-05-06T15:00:00
122,Gujrat,PK,38.1,2024-05-06T16:00:00
123,Gujrat,PK,37.9,2024-05-06T17:00:00
124,Gujrat,PK,36.1,2024-05-06T18:00:00
125,Gujrat,PK,34.0,2024-05-06T19:00:00
126,Gujrat,PK,32.0,2024-05-06T20:00:00
127,Gujrat,PK,31.4,2024-05-06T21:00:00
128,Gujrat,PK,30.8,2024-05-06T22:00:00
129,Gujrat,PK,30.2,2024-05-06T23:00:00
130,Gujrat,PK,29.0,2024-05-07T00:00:00
131,Gujrat,PK,28.0,2024-05-07T01:00:00
132,Gujrat,PK,27.1,2024-05-07T02:00:00
133,Gujrat,PK,26.7,2024-05-07T03:00:00
134,Gujrat,PK,26.4,2024-05-07T04:00:00
135,Gujrat,PK,26.0,2024-05-07T05:00:00
136,Gujrat,PK,27.6,2024-05-07T06:00:00
137,Gujrat,PK,29.6,2024-05-07T07:00:00
138,Gujrat,PK,31.7,2024-05-07T08:00:00
139,Gujrat,PK,33.8,2024-05-07T09:00:00
140,Gujrat,PK,36.0,2024-05-07T10:00:00
141,Gujrat,PK,37.9,2024-05-07T11:00:00
142,Gujrat,PK,38.9,2024-05-07T12:00:00
143,Gujrat,PK,39.5,2024-05-07T13:00:00
144,Gujrat,PK,40.3,2024-05-07T14:00:00
145,Gujrat,PK,40.0,2024-05-07T15:00:00
146,Gujrat,PK,39.6,2024-05-07T16:00:00
147,Gujrat,PK,39.3,2024-05-07T17:00:00
148,Gujrat,PK,37.6,2024-05-07T18:00:00
149,Gujrat,PK,35.5,2024-05-07T19:00:00
150,Gujrat,PK,33.4,2024-05-07T20:00:00
151,Gujrat,PK,32.5,2024-05-07T21:00:00
152,Gujrat,PK,31.6,2024-05-07T22:00:00
153,Gujrat,PK,30.7,2024-05-07T23:00:00
154,Gujrat,PK,30.0,2024-05-08T00:00:00
155,Gujrat,PK,29.4,2024-05-08T01:00:00
156,Gujrat,PK,28.8,2024-05-08T02:00:00
157,Gujrat,PK,28.3,2024-05-08T03:00:00
158,Gujrat,PK,27.9,2024-05-08T04:00:00
159,Gujrat,PK,27.4,2024-05-08T05:00:00
160,Gujrat,PK,28.9,2024-05-08T06:00:00
161,Gujrat,PK,30.6,2024-05-08T07:00:00
162,Gujrat,PK,32.4,2024-05-08T08:00:00
163,Gujrat,PK,34.5,2024-05-08T09:00:00
164,Gujrat,PK,36.6,2024-05-08T10:00:00
165,Gujrat,PK,38.8,2024-05-08T11:00:00
166,Gujrat,PK,39.5,2024-05-08T12:00:00
167,Gujrat,PK,40.3,2024-05-08T13:00:00
168,Gujrat,PK,40.8,2024-05-08T14:00:00
169,Gujrat,PK,40.6,2024-05-08T15:00:00
170,Gujrat,PK,40.0,2024-05-08T16:00:00
171,Gujrat,PK,39.8,2024-05-08T17:00:00
172,Gujrat,PK,38.1,2024-05-08T18:00:00
173,Gujrat,PK,36.0,2024-05-08T19:00:00
174,Gujrat,PK,33.9,2024-05-08T20:00:00
175,Gujrat,PK,32.9,2024-05-08T21:00:00
176,Gujrat,PK,31.9,2024-05-08T22:00:00
177,Gujrat,PK,30.8,2024-05-08T23:00:00
178,Gujrat,PK,30.1,2024-05-09T00:00:00
179,Gujrat,PK,29.5,2024-05-09T01:00:00
180,Gujrat,PK,28.8,2024-05-09T02:00:00
181,Gujrat,PK,28.4,2024-05-09T03:00:00
182,Gujrat,PK,27.9,2024-05-09T04:00:00
183,Gujrat,PK,27.6,2024-05-09T05:00:00
184,Gujrat,PK,29.4,2024-05-09T06:00:00
185,Gujrat,PK,31.4,2024-05-09T07:00:00
186,Gujrat,PK,33.6,2024-05-09T08:00:00
187,Gujrat,PK,35.5,2024-05-09T09:00:00
188,Gujrat,PK,37.7,2024-05-09T10:00:00
189,Gujrat,PK,39.6,2024-05-09T11:00:00
190,Gujrat,PK,40.3,2024-05-09T12:00:00
191,Gujrat,PK,41.2,2024-05-09T13:00:00
192,Gujrat,PK,41.6,2024-05-09T14:00:00
193,Gujrat,PK,41.3,2024-05-09T15:00:00
194,Gujrat,PK,40.7,2024-05-09T16:00:00
195,Gujrat,PK,40.5,2024-05-09T17:00:00
196,Gujrat,PK,38.1,2024-05-09T18:00:00
197,Gujrat,PK,35.3,2024-05-09T19:00:00
198,Gujrat,PK,32.5,2024-05-09T20:00:00
199,Gujrat,PK,32.1,2024-05-09T21:00:00
200,Gujrat,PK,31.8,2024-05-09T22:00:00
201,Gujrat,PK,31.4,2024-05-09T23:00:00
202,Gujrat,PK,30.4,2024-05-10T00:00:00
203,Gujrat,PK,29.4,2024-05-10T01:00:00
204,Gujrat,PK,28.5,2024-05-10T02:00:00
205,Gujrat,PK,27.9,2024-05-10T03:00:00
206,Gujrat,PK,27.4,2024-05-10T04:00:00
207,Gujrat,PK,26.9,2024-05-10T05:00:00
208,Gujrat,PK,28.5,2024-05-10T06:00:00
209,Gujrat,PK,30.2,2024-05-10T07:00:00
210,Gujrat,PK,32.3,2024-05-10T08:00:00
211,Gujrat,PK,34.4,2024-05-10T09:00:00
212,Gujrat,PK,36.6,2024-05-10T10:00:00
213,Gujrat,PK,38.5,2024-05-10T11:00:00
214,Gujrat,PK,39.8,2024-05-10T12:00:00
215,Gujrat,PK,40.9,2024-05-10T13:00:00
216,Gujrat,PK,41.9,2024-05-10T14:00:00
217,Gujrat,PK,41.5,2024-05-10T15:00:00
218,Gujrat,PK,41.0,2024-05-10T16:00:00
219,Gujrat,PK,40.6,2024-05-10T17:00:00
220,Gujrat,PK,38.6,2024-05-10T18:00:00
221,Gujrat,PK,36.8,2024-05-10T19:00:00
222,Gujrat,PK,34.7,2024-05-10T20:00:00
223,Gujrat,PK,33.9,2024-05-10T21:00:00
224,Gujrat,PK,33.1,2024-05-10T22:00:00
225,Gujrat,PK,32.3,2024-05-10T23:00:00
226,Gujrat,PK,31.4,2024-05-11T00:00:00
227,Gujrat,PK,30.6,2024-05-11T01:00:00
228,Gujrat,PK,29.8,2024-05-11T02:00:00
229,Gujrat,PK,29.2,2024-05-11T03:00:00
230,Gujrat,PK,28.7,2024-05-11T04:00:00
231,Gujrat,PK,28.1,2024-05-11T05:00:00
232,Gujrat,PK,29.0,2024-05-11T06:00:00
233,Gujrat,PK,30.2,2024-05-11T07:00:00
234,Gujrat,PK,31.3,2024-05-11T08:00:00
235,Gujrat,PK,32.5,2024-05-11T09:00:00
236,Gujrat,PK,33.7,2024-05-11T10:00:00
237,Gujrat,PK,34.9,2024-05-11T11:00:00
238,Gujrat,PK,36.2,2024-05-11T12:00:00
239,Gujrat,PK,37.3,2024-05-11T13:00:00
